,completed
21439,0
21440,0
21441,1
21444,0
21446,1
21449,0
21451,0
21453,0
21454,0
21455,0
21456,0
21458,1
21460,1
21463,0
21465,1
21468,1
21471,1
21473,0
21474,0
21475,0
21476,1
21478,0
21479,1
21482,0
21483,0
21484,1
21487,1
21489,0
21490,0
21491,1
21494,0
21495,0
21496,0
21497,0
21498,1
21500,1
21502,1
21504,1
21507,1
21510,0
21511,0
21513,0
21514,0
21515,1
21518,1
21521,1
21524,0
21525,1
21527,1
21530,1
21533,0
21534,0
21535,0
21536,0
21537,0
21538,0
21540,1
21542,1
21544,0
21545,0
21546,0
21547,1
21549,1
21551,0
21552,1
21554,1
21557,0
21558,0
21559,1
21561,0
21562,1
21563,1
21566,0
21567,0
21569,0
21571,1
21574,1
21576,0
21578,1
21580,1
21582,0
21583,0
21584,1
21587,1
21589,0
21591,1
21593,1
21596,1
21599,1
21602,0
21603,0
21604,0
21605,1
21608,1
21611,1
21613,0
21615,1
21618,0
21619,0
21620,0
21621,1
21624,0
21625,1
21627,1
21630,1
21632,0
21633,0
21635,1
21637,0
21638,1
21641,1
21643,1
21645,0
21646,0
21648,1
21651,0
21652,0
21654,0
21655,1
21658,1
21660,0
21661,1
21663,0
21664,0
21665,0
21666,0
21667,0
21668,0
21670,1
21673,1
21676,0
21678,0
21679,1
21681,1
21684,0
21685,0
21686,0
21687,1
21690,1
21692,0
21693,0
21694,1
21696,0
21698,0
21700,0
21701,1
21703,0
21705,0
21706,1
21709,0
21711,1
21713,1
21715,0
21716,0
21717,1
21719,1
21721,0
21723,0
21724,1
21726,0
21727,0
21728,0
21730,1
21732,0
21733,1
21735,0
21736,1
21739,0
21741,0
21742,1
21744,0
21746,1
21748,1
21750,0
21751,0
21753,1
21755,0
21757,1
21760,1
21763,0
21764,0
21765,0
21766,1
21768,0
21770,0
21771,1
21773,1
21776,0
21777,1
21779,1
21782,0
21783,1
21786,1
21788,0
21789,1
21792,0
21793,1
21795,1
21797,0
21798,0
21799,1
21802,0
21804,0
21806,0
21807,1
21810,1
21813,0
21814,1
21816,0
21817,0
21818,1
21821,0
21822,0
21823,1
21826,1
21828,1
21830,0
21831,0
21832,0
21834,0
21835,0
21837,0
21839,0
21841,1
21843,0
21844,0
21845,1
21847,0
21848,0
21850,1
21853,0
21854,1
21856,1
21858,1
21861,0
21862,0
21863,1
21866,0
21867,0
21868,1
21870,1
21872,1
21876,1
21878,0
21880,1
21882,1
21885,1
21888,0
21889,0
21891,0
21892,0
21893,0
21895,0
21896,1
21898,0
21899,0
21900,0
21901,0
21903,1
21905,1
21907,0
21909,0
21911,1
21914,0
21915,0
21916,0
21917,0
21918,0
21919,0
21921,1
21923,0
21925,0
21926,0
21927,1
21929,1
21931,1
21933,1
21936,1
21939,0
21940,0
21941,0
21942,1
21945,0
21947,1
21948,1
21950,0
21952,0
21953,0
21954,1
21957,1
21960,0
21961,1
21964,0
21965,0
21966,1
21968,0
21969,0
21970,1
21973,0
21974,0
21975,0
21976,1
21979,1
21981,0
21983,0
21984,0
21985,1
21988,1
21990,0
21992,1
21995,0
21996,0
21997,0
21999,0
22000,0
22001,0
22002,0
22003,0
22004,0
22005,0
22006,1
22009,1
22011,1
22013,0
22014,1
22016,1
22019,0
22021,0
22022,0
22023,1
22026,1
22029,0
22031,1
22034,1
22036,0
22037,0
22038,1
22041,0
22042,1
22043,1
22045,1
22048,1
22050,0
22051,0
22052,0
22053,0
22054,0
22055,1
22058,1
22061,1
22062,1
22064,1
22066,1
22069,0
22070,0
22071,1
22074,0
22076,1
22079,1
22081,1
22084,1
22086,1
22088,1
22092,0
22093,0
22094,1
22097,0
22098,0
22099,1
22102,0
22103,1
22106,0
22107,1
22110,1
22113,1
22116,1
22118,0
22119,0
22120,1
22123,1
22126,1
22129,1
22132,1
22134,1
22137,1
22139,0
22140,0
22141,0
22142,0
22144,1
22147,0
22149,0
22150,0
22151,1
22154,1
22156,0
22157,0
22158,0
22159,0
22161,0
22162,1
22164,0
22165,0
22166,0
22167,0
22168,1
22171,0
22172,0
22173,0
22174,0
22175,1
22178,0
22179,1
22182,1
22184,1
22186,0
22188,1
22191,0
22192,1
22195,1
22197,0
22199,0
22200,0
22201,0
22203,0
22204,1
22206,0
22207,1
22209,0
22210,0
22211,0
22212,0
22213,1
22215,0
22216,0
22217,0
22219,1
22221,1
22223,1
22225,0
22227,0
22229,0
22230,0
22231,0
22232,1
22234,0
22235,0
22236,0
22237,1
22240,1
22243,0
22244,0
22245,0
22246,1
22248,0
22249,1
22252,0
22253,1
22255,1
22257,0
22258,1
22260,0
22261,1
22264,0
22266,0
22268,0
22269,0
22270,0
22271,0
22272,0
22273,0
22274,0
22275,0
22277,0
22279,1
22281,1
22284,1
22287,0
22289,0
22290,0
22291,1
22294,0
22295,0
22296,1
22299,1
22302,1
22304,1
22306,0
22308,1
22311,0
22312,0
22314,1
22317,0
22318,0
22320,1
22322,0
22323,0
22325,0
22326,1
22328,1
22330,0
22332,0
22333,0
22335,0
22336,0
22337,0
22338,0
22340,0
22342,0
22343,0
22344,1
22346,0
22347,0
22348,1
22351,1
22354,0
22355,1
22357,1
22360,0
22361,0
22362,0
22363,1
22365,1
22367,1
22369,1
22371,1
22374,1
22377,0
22378,1
22381,1
22383,0
22384,0
22385,0
22387,1
22389,0
22391,0
22392,0
22393,0
22394,0
22396,1
22399,1
22402,0
22404,0
22405,0
22407,0
22408,0
22409,0
22410,0
22411,0
22412,0
22413,1
22416,0
22417,1
22419,1
22421,0
22423,0
22424,0
22425,0
22427,1
22429,0
22430,0
22431,1
22434,0
22436,1
22438,1
22440,0
22441,0
22442,0
22443,0
22444,0
22445,1
22447,1
22449,1
22452,0
22453,0
22455,0
22456,0
22458,1
22460,1
22463,1
22466,0
22468,0
22469,1
22471,1
22473,1
22475,0
22476,0
22477,1
22480,1
22482,1
22485,0
22486,0
22488,1
22491,0
22493,0
22494,1
22496,1
22499,1
22501,0
22502,0
22504,1
22507,1
22509,1
22512,1
22515,1
22518,1
22521,1
22523,1
22525,1
22527,0
22528,1
22531,1
22534,1
22536,1
22539,1
22541,1
22543,0
22544,0
22546,1
22549,1
22552,1
22553,1
22556,0
22558,1
22561,1
22564,1
22566,0
22567,0
22568,0
22569,0
22571,0
22572,0
22573,1
22575,0
22576,0
22577,1
22579,0
22581,0
22582,1
22583,1
22585,0
22586,1
22588,1
22590,1
22593,0
22594,0
22595,0
22596,1
22599,0
22601,0
22602,1
22605,0
22606,0
22607,1
22609,1
22611,0
22612,1
22615,1
22617,0
22618,1
22620,0
22622,1
22625,1
22628,1
22631,1
22634,1
22636,0
22637,0
22638,1
22641,1
22643,0
22645,1
22647,0
22648,1
22651,0
22652,0
22653,0
22655,1
22658,0
22660,0
22661,0
22662,0
22663,0
22665,0
22666,0
22667,0
22668,0
22669,1
22672,1
22674,1
22677,0
22678,1
22680,1
22683,0
22684,0
22686,0
22688,0
22690,1
22692,0
22694,0
22695,0
22697,0
22698,0
22699,0
22700,0
22701,0
22702,1
22705,1
22707,0
22708,1
22710,1
22713,0
22714,0
22715,1
22717,1
22720,0
22721,1
22724,0
22726,1
22728,1
22731,0
22732,1
22735,1
22738,0
22739,1
22741,0
22743,1
22745,0
22746,0
22748,1
22750,0
22751,0
22753,0
22754,0
22756,0
22758,1
22760,1
22763,0
22765,0
22767,0
22768,0
22769,0
22771,0
22772,0
22774,0
22775,0
22776,0
22777,1
22780,1
22783,1
22786,1
22788,1
22791,1
22793,1
22795,1
22796,1
22799,1
22801,1
22804,1
22807,1
22810,0
22811,0
22812,0
22813,0
22814,1
22816,0
22817,0
22818,0
22819,0
22821,0
22823,1
22825,0
22827,0
22828,1
22831,1
22834,1
22836,0
22837,1
22839,0
22840,1
22842,1
22844,0
22845,0
22846,0
22847,1
22849,1
22852,1
22855,1
22857,1
22859,0
22861,1
22864,1
22867,1
22870,1
22872,0
22873,0
22874,0
22875,0
22876,1
22878,0
22880,0
22882,0
22883,0
22884,0
22886,0
22887,0
22888,1
22890,0
22891,0
22893,0
22894,0
22895,0
22896,0
22897,0
22898,0
22899,0
22901,1
22904,0
22906,1
22909,0
22910,1
22913,0
22914,1
22916,0
22917,0
22918,0
22919,0
22920,0
22922,1
22924,1
22926,1
22929,1
22931,0
22932,0
22933,0
22935,1
22937,1
22940,0
22941,0
22942,1
22945,0
22946,0
22947,0
22948,1
22951,0
22952,1
22954,1
22956,1
22959,0
22960,0
22961,1
22963,0
22965,0
22966,0
22967,1
22969,1
22971,0
22973,1
22976,1
22979,0
22980,1
22983,0
22984,0
22985,0
22986,1
22988,1
22990,0
22991,0
22992,1
22995,0
22997,0
22998,1
23000,1
23002,1
23005,0
23006,0
23007,1
23010,0
23011,0
23013,0
23014,0
23015,1
23017,1
23019,0
23020,0
23021,1
23024,0
23025,0
23026,1
23029,1
23031,0
23032,0
23033,0
23034,1
23036,0
23037,1
23039,1
23041,0
23042,1
23044,0
23045,0
23046,0
23048,1
23051,1
23054,1
23056,0
23057,0
23058,0
23059,0
23060,0
23062,0
23063,1
23065,1
23067,1
23070,0
23071,1
23073,1
23076,0
23077,0
23079,1
23082,0
23083,1
23085,1
23088,0
23090,0
23091,0
23092,0
23093,0
23094,0
23095,0
23096,1
23098,1
23100,1
23103,0
23104,1
23106,1
23109,0
23110,0
23112,1
23114,1
23117,1
23120,1
23123,0
23124,0
23125,0
23126,0
23127,0
23129,0
23130,1
23132,0
23133,1
23136,0
23137,0
23138,0
23139,1
23141,1
23143,0
23144,0
23145,1
23147,1
23150,0
23151,0
23152,0
23153,1
23155,1
23158,0
23159,0
23160,1
23162,1
23165,1
23167,1
23169,0
23170,1
23173,0
23175,1
23178,1
23180,1
23183,0
23184,1
23187,0
23189,1
23192,0
23194,0
23196,0
23197,1
23199,1
23201,0
23203,1
23206,0
23207,1
23209,0
23210,1
23212,1
23214,1
23216,0
23217,1
23218,1
23220,1
23222,0
23223,0
23224,1
23227,1
23230,0
23232,0
23233,0
23235,0
23236,0
23237,1
23239,1
23241,1
23243,1
23245,0
23246,0
23247,0
23249,0
23251,0
23252,0
23253,1
23256,0
23257,0
23258,0
23260,1
23263,0
23264,0
23265,0
23266,1
23268,1
23271,0
23272,0
23273,1
23276,1
23278,1
23280,1
23283,1
23285,1
23288,0
23289,1
23291,0
23292,1
23294,0
23295,0
23296,0
23297,0
23298,1
23301,1
23303,1
23305,0
23306,1
23309,0
23311,1
23313,0
23314,0
23316,1
23318,0
23320,0
23322,1
23324,1
23326,0
23327,0
23328,0
23330,0
23332,1
23335,1
23337,1
23339,0
23340,1
23343,1
23345,1
23348,1
23350,0
23351,1
23354,0
23356,1
23359,1
23362,0
23363,0
23365,0
23367,1
23370,0
23371,0
23373,0
23375,0
23376,0
23377,0
23378,0
23379,0
23380,0
23381,0
23382,1
23385,0
23387,1
23390,0
23391,0
23392,0
23394,0
23395,1
23398,0
23399,1
23401,0
23403,0
23405,0
23406,0
23408,1
23410,1
23412,0
23413,0
23414,0
23415,0
23416,0
23417,1
23419,0
23420,0
23421,0
23422,0
23424,0
23425,0
23426,0
23428,1
23430,1
23433,1
23435,1
23438,1
23440,1
23443,1
23445,0
23447,1
23450,1
23453,0
23454,0
23455,0
23456,1
23458,0
23459,1
23462,1
23464,1
23466,0
23467,0
23468,0
23469,1
23471,1
23473,0
23474,1
23476,0
23477,0
23478,0
23479,1
23481,0
23482,0
23483,0
23484,1
23486,1
23489,0
23490,0
23491,0
23492,0
23493,0
23494,0
23495,0
23497,0
23498,0
23499,1
23501,0
23502,0
23503,0
23504,0
23505,1
23508,0
23509,0
23510,0
23511,0
23512,0
23513,1
23516,0
23517,1
23519,1
23522,1
23524,1
23526,1
23529,1
23531,1
23534,1
23536,1
23538,1
23540,1
23543,0
23544,0
23546,1
23549,0
23550,1
23553,1
23556,1
23558,1
23560,1
23562,1
23564,1
23567,1
23570,1
23573,1
23576,0
23578,0
23579,1
23581,0
23582,0
23583,0
23584,0
23586,0
23588,0
23589,1
23591,0
23592,1
23594,1
23596,0
23597,1
23599,1
23602,0
23604,0
23605,1
23607,0
23608,0
23610,0
23612,0
23613,0
23614,1
23616,0
23617,0
23618,0
23619,0
23621,1
23624,1
23626,1
23629,0
23630,0
23631,1
23633,0
23634,0
23635,0
23636,0
23637,1
23640,0
23642,0
23644,0
23645,0
23646,1
23648,1
23651,1
23653,0
23655,1
23657,1
23660,1
23662,0
23663,0
23665,0
23667,0
23668,1
23670,1
23672,1
23675,1
23678,1
23680,0
23681,0
23682,1
23685,0
23687,1
23689,0
23690,1
23692,0
23693,1
23696,0
23697,1
23699,0
23701,1
23703,1
23705,1
23707,0
23708,1
23710,0
23711,0
23712,0
23713,1
23715,0
23716,1
23718,1
23720,1
23723,0
23725,1
23728,1
23731,0
23732,0
23733,0
23734,0
23735,1
23738,0
23739,0
23740,1
23743,0
23744,0
23745,0
23746,0
23747,1
23749,1
23752,0
23753,0
23755,0
23756,0
23757,0
23758,0
23759,1
23762,0
23763,1
23765,0
23767,1
23770,0
23771,0
23772,0
23773,0
23775,0
23776,1
23778,0
23779,0
23780,0
23781,0
23782,0
23784,0
23785,1
23788,0
23790,1
23792,1
23795,0
23796,0
23797,0
23798,1
23800,0
23801,0
23802,1
23804,0
23805,1
23808,1
23810,1
23812,1
23814,0
23815,0
23816,0
23817,0
23818,0
23819,0
23820,0
23821,0
23822,0
23823,1
23825,1
23828,1
23830,1
23832,0
23833,0
23835,0
23836,1
23838,0
23840,1
23842,0
23843,1
23846,0
23848,0
23849,0
23850,1
23852,1
23855,0
23856,0
23857,0
23859,1
23861,0
23862,1
23864,1
23866,1
23868,0
23869,0
23870,1
23872,1
23874,1
23876,1
23878,0
23879,0
23880,0
23881,0
23882,0
23883,0
23884,0
23886,0
23888,0
23889,1
23891,0
23893,1
23895,1
23897,1
23900,1
23903,1
23906,0
23907,0
23908,0
23910,0
23911,1
23914,0
23916,0
23917,0
23918,1
23920,0
23921,1
23923,1
23926,1
23928,0
23929,0
23930,0
23931,0
23932,1
23935,1
23938,0
23939,1
23942,0
23943,0
23944,0
23945,0
23947,0
23949,0
23951,1
23953,0
23954,1
23957,0
23958,0
23959,0
23960,1
23962,1
23965,1
23968,1
23971,1
23974,1
23976,1
23978,1
23980,1
23983,1
23986,1
23988,1
23991,1
23993,1
23996,1
23998,1
24002,0
24004,0
24005,0
24007,1
24009,1
24011,0
24012,0
24013,1
24014,1
24016,1
24018,0
24019,0
24020,0
24021,1
24024,1
24026,0
24027,0
24028,0
24029,0
24030,1
24032,0
24033,0
24035,1
24038,1
24040,1
24043,0
24044,0
24045,1
24047,1
24050,1
24052,1
24054,1
24056,0
24057,0
24059,0
24061,0
24062,1
24065,0
24066,0
24067,0
24068,1
24070,0
24072,0
24074,1
24077,0
24078,1
24081,1
24083,1
24085,1
24088,0
24089,1
24092,0
24093,1
24095,1
24097,0
24099,1
24102,1
24104,0
24105,0
24107,1
24110,0
24111,0
24112,0
24113,0
24114,0
24115,0
24116,0
24117,0
24119,0
24120,0
24121,0
24122,0
24124,0
24126,0
24127,0
24129,1
24132,1
24135,0
24137,0
24138,1
24141,1
24143,1
24145,0
24147,1
24149,0
24150,0
24151,0
24152,0
24153,1
24156,0
24158,1
24161,0
24162,1
24164,1
24167,1
24170,1
24173,0
24174,0
24175,0
24176,0
24177,0
24178,1
24181,0
24182,0
24183,0
24184,0
24185,0
24187,0
24188,0
24189,0
24190,1
24192,0
24193,1
24196,1
24199,0
24200,0
24201,0
24202,1
24204,0
24205,0
24207,1
24209,0
24211,0
24212,0
24213,0
24214,0
24215,0
24217,0
24219,0
24221,1
24223,0
24225,1
24228,0
24229,0
24230,0
24231,0
24233,1
24235,0
24236,0
24237,1
24239,0
24240,0
24241,0
24242,0
24243,0
24244,0
24245,0
24247,0
24248,1
24250,1
24252,1
24255,0
24256,1
24258,1
24260,0
24262,0
24264,0
24265,1
24268,0
24270,1
24272,0
24273,1
24275,1
24277,1
24280,1
24282,1
24285,0
24286,0
24287,1
24289,1
24292,0
24293,1
24295,1
24297,0
24298,0
24299,0
24300,0
24301,0
24302,1
24303,1
24304,1
24306,0
24308,0
24310,1
24313,1
24316,1
24318,1
24320,0
24321,0
24322,0
24324,1
24327,1
24330,1
24332,0
24333,1
24335,1
24337,1
24339,0
24340,1
24342,0
24343,0
24344,0
24345,1
24347,1
24349,0
24350,0
24351,0
24352,0
24353,1
24356,1
24358,1
24360,1
24363,0
24365,0
24366,0
24368,0
24370,0
24372,0
24373,1
24374,1
24376,0
24377,0
24378,1
24380,0
24381,1
24384,0
24385,1
24387,0
24388,0
24389,0
24390,1
24393,0
24395,0
24396,0
24397,0
24398,0
24399,0
24400,0
24402,0
24404,1
24406,1
24408,0
24410,1
24412,0
24413,0
24414,0
24415,1
24416,1
24419,1
24421,0
24422,1
24425,1
24427,0
24429,0
24430,1
24433,1
24435,1
24438,1
24441,1
24443,1
24445,1
24447,1
24449,1
24451,0
24452,0
24453,0
24455,0
24456,1
24457,1
24459,0
24460,1
24462,1
24465,1
24468,1
24470,0
24472,0
24474,0
24476,1
24478,0
24479,0
24480,0
24481,0
24482,0
24483,1
24485,1
24487,0
24488,0
24489,0
24490,0
24491,0
24492,0
24493,0
24494,1
24497,1
24499,0
24501,0
24503,1
24505,0
24507,0
24508,1
24510,0
24512,0
24513,0
24515,1
24517,0
24518,1
24519,1
24522,1
24524,0
24525,0
24527,0
24528,0
24530,0
24532,0
24534,0
24536,0
24538,1
24541,1
24544,1
24547,1
24549,1
24551,1
24553,1
24555,0
24557,1
24560,1
24563,1
24566,1
24568,0
24569,0
24571,0
24572,0
24573,1
24576,1
24578,1
24580,0
24581,0
24582,1
24584,0
24585,1
24587,1
24589,1
24592,1
24595,0
24596,0
24597,1
24600,1
24602,1
24604,1
24607,1
24609,0
24610,1
24613,1
24615,0
24616,0
24617,1
24619,0
24620,0
24621,0
24623,0
24624,0
24625,1
24627,0
24628,1
24630,1
24633,0
24634,1
24636,1
24638,1
24640,0
24641,0
24642,0
24643,0
24644,0
24645,0
24646,0
24648,0
24649,0
24650,0
24652,1
24655,0
24656,0
24657,0
24658,0
24659,1
24661,1
24664,1
24667,1
24669,1
24672,0
24674,0
24675,0
24676,1
24679,1
24681,0
24682,0
24683,1
24686,0
24687,1
24690,1
24692,1
24695,1
24698,1
24701,0
24702,0
24704,1
24707,1
24710,1
24713,1
24715,1
24717,0
24718,1
24721,1
24723,1
24726,0
24727,1
24729,1
24731,0
24732,0
24733,0
24734,1
24736,0
24737,0
24738,0
24739,0
24740,0
24741,0
24742,0
24743,0
24744,0
24745,0
24746,1
24748,0
24749,0
24750,0
24751,0
24753,1
24755,0
24756,0
24757,1
24759,1
24761,0
24762,1
24765,0
24766,1
24769,1
24772,1
24774,1
24777,0
24778,0
24779,0
24780,1
24782,0
24783,1
24786,0
24788,0
24789,0
24790,1
24793,0
24794,1
24797,0
24798,0
24799,0
24800,1
24802,0
24804,1
24807,1
24810,0
24812,1
24814,0
24815,1
24817,0
24818,0
24819,1
24821,0
24822,0
24823,1
24826,0
24827,0
24828,1
24831,1
24834,0
24835,0
24836,0
24838,0
24840,0
24841,0
24842,0
24843,0
24844,1
24847,1
24849,0
24850,1
24853,1
24855,0
24856,1
24859,0
24861,0
24863,0
24864,0
24866,1
24868,1
24871,1
24874,1
24877,1
24879,1
24882,0
24884,0
24885,0
24886,0
24887,1
24890,1
24892,0
24893,1
24894,1
24896,1
24899,1
24901,1
24903,1
24905,1
24908,0
24909,0
24910,0
24912,0
24913,1
24915,0
24916,0
24917,1
24919,0
24921,1
24924,0
24926,1
24928,0
24929,0
24930,0
24932,0
24934,0
24936,0
24937,1
24940,1
24943,0
24944,0
24945,0
24947,0
24948,1
24950,1
24953,1
24955,1
24957,0
24958,1
24960,1
24962,0
24963,1
24966,1
24969,0
24971,1
24973,0
24975,1
24978,1
24981,1
24983,0
24984,0
24986,0
24987,0
24988,0
24989,1
24992,0
24994,1
24997,1
24999,0
25000,0
25001,1
25003,1
25005,1
25007,0
25008,0
25009,1
25011,1
25014,1
25016,1
25018,1
25020,1
25022,0
25024,1
25026,0
25027,1
25029,0
25030,1
25032,0
25034,1
25037,1
25039,1
25041,0
25043,0
25045,0
25047,0
25049,1
25052,0
25053,0
25054,1
25056,1
25059,1
25062,1
25064,1
25066,0
25067,1
25070,0
25071,1
25074,1
25077,1
25079,0
25081,1
25083,0
25084,1
25087,0
25088,0
25089,0
25090,0
25092,1
25095,0
25097,0
25098,1
25101,1
25104,1
25106,0
25108,1
25111,0
25112,0
25113,1
25116,1
25118,0
25119,1
25121,1
25124,1
25126,1
25128,0
25129,0
25130,0
25131,0
25132,0
25133,0
25134,0
25135,0
25136,0
25138,1
25140,1
25142,0
25143,1
25146,0
25147,0
25148,1
25151,1
25152,1
25154,1
25156,0
25157,0
25159,1
25161,0
25162,1
25165,1
25167,0
25169,1
25172,0
25173,1
25175,1
25177,1
25179,1
25181,0
25183,0
25184,0
25185,1
25188,0
25189,0
25191,0
25192,1
25195,0
25196,1
25198,1
25201,0
25202,1
25205,0
25207,1
25210,1
25212,0
25214,1
25217,0
25218,1
25220,1
25223,1
25226,1
25228,1
25230,0
25232,0
25233,1
25235,0
25236,0
25238,0
25239,0
25240,0
25241,1
25244,1
25247,1
25249,1
25252,0
25253,0
25254,1
25257,1
25260,0
25262,0
25264,0
25266,0
25268,0
25270,0
25272,1
25275,1
25277,1
25279,1
25280,1
25282,1
25285,1
25287,1
25289,1
25292,0
25294,0
25295,1
25298,0
25299,0
25300,0
25302,0
25304,0
25305,0
25306,1
25309,0
25311,0
25313,0
25314,1
25317,1
25320,1
25322,0
25323,0
25324,0
25325,0
25327,1
25330,0
25331,1
25333,1
25335,1
25337,0
25338,0
25339,1
25341,1
25343,1
25346,0
25347,0
25348,0
25349,1
25351,1
25353,1
25356,1
25359,1
25361,1
25364,0
25365,1
25367,0
25368,1
25371,1
25374,0
25375,0
25376,0
25377,0
25379,0
25380,1
25381,1
25383,0
25384,1
25386,1
25389,1
25391,0
25393,0
25395,1
25398,0
25399,1
25401,0
25402,1
25404,1
25407,0
25408,1
25410,0
25412,1
25415,1
25418,0
25419,0
25420,0
25422,0
25423,0
25424,0
25425,0
25426,1
25428,1
25431,0
25432,1
25435,0
25436,1
25439,0
25441,0
25442,0
25443,1
25445,1
25447,1
25450,0
25451,0
25452,0
25453,1
25455,0
25457,0
25459,0
25460,0
25461,0
25463,0
25464,0
25466,0
25467,1
25469,1
25471,1
25473,1
25476,1
25478,1
25480,0
25481,1
25484,0
25485,0
25486,1
25489,0
25490,0
25491,0
25492,1
25495,0
25496,0
25497,1
25499,0
25501,1
25504,1
25507,0
25509,0
25511,0
25512,1
25515,1
25517,0
25518,0
25520,1
25522,0
25523,1
25525,0
25526,1
25529,1
25532,0
25533,0
25534,1
25537,1
25539,0
25540,0
25542,0
25543,1
25544,1
25547,1
25550,0
25551,1
25553,0
25555,1
25558,1
25561,1
25564,0
25565,1
25567,1
25570,0
25571,0
25572,0
25573,0
25575,0
25577,1
25579,1
25581,1
25583,0
25585,1
25587,0
25589,1
25591,1
25593,1
25595,1
25597,1
25600,0
25601,1
25604,1
25607,1
25610,1
25612,1
25615,1
25618,1
25621,1
25624,1
25627,0
25628,0
25629,1
25631,1
25633,1
25636,1
25638,1
25640,0
25641,1
25643,1
25645,1
25647,1
25649,1
25652,1
25655,1
25657,0
25658,1
25660,0
25661,1
25662,1
25664,1
25667,0
25669,0
25670,0
25671,0
25672,0
25673,0
25674,1
25677,1
25679,0
25680,0
25681,0
25682,1
25684,0
25685,0
25686,0
25687,1
25689,1
25692,1
25694,0
25695,1
25697,0
25698,1
25699,1
25702,0
25703,0
25704,0
25705,1
25707,0
25708,0
25710,0
25711,0
25712,1
25714,1
25717,1
25719,1
25722,1
25725,0
25727,0
25728,0
25729,0
25730,0
25731,0
25732,0
25733,1
25735,1
25738,0
25739,1
25741,1
25743,1
25745,0
25747,0
25748,0
25750,1
25752,1
25754,0
25755,0
25756,1
25758,1
25760,1
25763,1
25766,1
25768,1
25771,0
25772,0
25774,0
25775,1
25778,1
25781,0
25782,1
25785,1
25787,0
25788,1
25790,0
25791,0
25792,0
25794,0
25796,1
25798,0
25800,0
25801,0
25802,0
25803,0
25804,0
25805,0
25806,0
25807,0
25808,0
25810,0
25812,1
25814,1
25817,0
25818,0
25820,0
25821,1
25823,1
25826,0
25828,0
25829,0
25830,0
25831,1
25834,0
25835,1
25837,1
25840,0
25841,0
25842,1
25844,1
25846,0
25847,1
25849,0
25851,0
25852,0
25854,0
25855,0
25856,0
25858,1
25860,1
25863,0
25864,1
25867,1
25870,1
25873,1
25875,1
25877,1
25880,1
25882,0
25883,0
25884,1
25886,0
25887,0
25888,0
25889,0
25891,0
25892,0
25893,1
25895,0
25896,1
25898,0
25899,1
25902,0
25903,0
25905,0
25907,0
25909,0
25910,1
25913,1
25916,1
25917,1
25920,0
25922,1
25925,1
25928,0
25930,0
25931,0
25933,1
25936,1
25939,0
25940,0
25941,1
25944,0
25945,0
25946,0
25947,0
25948,0
25949,0
25950,1
25952,0
25954,0
25956,0
25957,1
25960,0
25962,1
25965,0
25966,1
25968,0
25969,1
25972,1
25975,1
25977,0
25978,0
25979,0
25980,0
25981,1
25983,0
25985,0
25987,1
25990,0
25991,0
25992,0
25993,0
25994,0
25995,1
25997,0
25998,0
25999,1
26000,1
26002,0
26003,0
26004,0
26006,0
26007,0
26009,0
26010,1
26012,0
26013,1
26015,1
26017,1
26019,1
26021,0
26022,1
26024,1
26026,1
26028,0
26029,0
26030,0
26031,1
26034,1
26036,1
26039,0
26040,1
26042,1
26044,0
26045,1
26046,1
26048,1
26050,0
26051,0
26053,1
26056,0
26057,0
26059,0
26061,0
26063,1
26065,0
26067,1
26070,0
26071,1
26073,0
26074,0
26075,0
26076,1
26078,1
26081,0
26082,1
26084,0
26085,0
26087,0
26088,0
26089,0
26090,1
26092,1
26095,1
26098,1
26101,0
26102,0
26103,0
26104,1
26106,1
26108,0
26109,0
26110,1
26113,0
26114,0
26115,1
26118,0
26119,0
26120,0
26122,0
26123,0
26124,0
26125,0
26126,1
26129,1
26131,1
26135,0
26136,1
26139,0
26140,0
26141,1
26143,1
26146,1
26148,0
26149,0
26150,1
26152,1
26154,0
26156,1
26158,1
26160,1
26162,0
26163,0
26164,0
26165,1
26167,0
26168,0
26169,0
26170,0
26171,0
26172,0
26173,1
26175,1
26177,1
26180,1
26183,0
26184,0
26186,0
26187,0
26188,0
26189,0
26190,0
26191,1
26194,1
26196,1
26198,1
26200,0
26201,1
26203,1
26205,1
26208,1
26211,1
26213,1
26215,0
26216,1
26218,0
26219,0
26220,1
26222,1
26225,1
26228,1
26231,1
26233,0
26234,0
26235,0
26237,1
26239,0
26240,0
26241,0
26242,1
26245,1
26247,1
26250,1
26253,1
26256,1
26258,1
26260,1
26263,0
26264,0
26265,0
26266,0
26268,0
26269,0
26270,0
26271,1
26274,1
26277,0
26278,0
26279,0
26280,0
26282,0
26284,0
26285,1
26287,0
26288,0
26289,0
26290,1
26293,1
26296,0
26298,0
26299,0
26300,0
26301,1
26304,1
26307,1
26310,0
26312,1
26314,1
26316,0
26318,0
26319,1
26322,0
26323,0
26324,1
26326,0
26327,0
26329,1
26332,0
26333,0
26334,1
26337,0
26339,0
26340,0
26341,0
26343,0
26344,0
26346,0
26347,0
26349,0
26350,0
26352,0
26353,0
26355,0
26356,0
26357,0
26358,0
26360,0
26361,0
26362,1
26365,1
26368,0
26370,0
26371,0
26372,0
26373,0
26375,0
26377,1
26380,0
26382,0
26384,0
26385,0
26386,1
26389,0
26390,1
26392,1
26395,0
26396,0
26397,1
26399,1
26401,1
26403,1
26405,1
26408,1
26410,0
26412,0
26414,1
